name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-7657,NO,1846,940.7,905.3,0.962,-0.1,8.3e-01,1.0e+00,0.9955,3848,785,949,1088,1216,716,784
GENE-8198,NO,852.3,411.3,441,1.071,0.1,8.3e-01,1.0e+00,0.9955,3849,540,348,346,245,320,758
GENE-6284,NO,484,236.7,247.3,1.047,0.1,8.3e-01,1.0e+00,0.9955,3850,254,201,255,239,157,346
GENE-4204,NO,48.7,23.7,25,1.052,0.1,8.3e-01,1.0e+00,0.9955,3851,26,14,31,26,28,21
GENE-19827,NO,129.7,66.3,63.3,0.955,-0.1,8.3e-01,1.0e+00,0.9955,3852,68,70,61,87,39,64
GENE-6148,NO,1812.7,895.7,917,1.024,0,8.3e-01,1.0e+00,0.9955,3853,926,996,765,912,882,957
GENE-4830,NO,218.7,111.3,107.3,0.96,-0.1,8.3e-01,1.0e+00,0.9955,3854,127,125,82,85,99,138
GENE-8234,NO,735.7,372.3,363.3,0.976,0,8.3e-01,1.0e+00,0.9955,3855,366,421,330,333,371,386
GENE-14569,NO,438,233.3,204.7,0.875,-0.2,8.3e-01,1.0e+00,0.9955,3856,308,251,141,486,91,37
GENE-17934,NO,743,367.7,375.3,1.021,0,8.3e-01,1.0e+00,0.9955,3857,370,368,365,365,371,390
GENE-1997,NO,124.3,60.3,64,1.061,0.1,8.3e-01,1.0e+00,0.9955,3858,39,72,70,42,53,97
GENE-10187,NO,139.3,72,67.3,0.932,-0.1,8.3e-01,1.0e+00,0.9955,3859,90,30,96,82,44,76
GENE-18852,NO,495.7,245,250.7,1.024,0,8.3e-01,1.0e+00,0.9955,3860,246,239,250,281,220,251
GENE-29,NO,4779,2359.7,2419.3,1.025,0,8.3e-01,1.0e+00,0.9955,3861,2415,2575,2089,2377,2795,2086
GENE-8475,NO,31.7,15.3,16.3,1.06,0.1,8.3e-01,1.0e+00,0.9955,3862,17,19,10,15,11,23
GENE-7677,NO,370,182.3,187.7,1.031,0,8.3e-01,1.0e+00,0.9955,3863,171,220,156,221,167,175
GENE-14997,NO,823.3,416.7,406.7,0.977,0,8.3e-01,1.0e+00,0.9955,3864,394,417,439,443,357,420
GENE-14973,NO,263.7,133.7,130,0.972,0,8.3e-01,1.0e+00,0.9955,3865,115,160,126,125,145,120
GENE-19448,NO,206.3,101.7,104.7,1.025,0,8.3e-01,1.0e+00,0.9955,3866,106,107,92,94,115,105
GENE-12089,NO,202.3,99.3,103,1.035,0.1,8.3e-01,1.0e+00,0.9955,3867,80,91,127,104,88,117
GENE-892,NO,182.3,92.3,90,0.973,0,8.3e-01,1.0e+00,0.9955,3868,80,97,100,94,99,77
GENE-894,NO,531.7,271,260.7,0.963,-0.1,8.3e-01,1.0e+00,0.9955,3869,316,316,181,243,241,298
GENE-19245,NO,18.7,9.7,9,0.927,-0.1,8.3e-01,1.0e+00,0.9955,3870,6,10,13,5,15,7
GENE-9531,NO,454.7,231.3,223.3,0.967,0,8.3e-01,1.0e+00,0.9955,3871,207,182,305,231,205,234
GENE-6702,NO,2255.7,1153.3,1102.3,0.956,-0.1,8.3e-01,1.0e+00,0.9955,3872,816,1018,1626,909,1400,998
GENE-568,NO,221,108.3,112.7,1.039,0.1,8.3e-01,1.0e+00,0.9955,3873,143,94,88,135,112,91
GENE-18006,NO,464,227,237,1.046,0.1,8.3e-01,1.0e+00,0.9955,3874,198,303,180,158,278,275
GENE-18421,NO,219.3,107.7,111.7,1.035,0,8.3e-01,1.0e+00,0.9955,3875,106,102,115,148,87,100
GENE-16822,NO,402.3,196,206.3,1.054,0.1,8.3e-01,1.0e+00,0.9955,3876,200,213,175,129,329,161
GENE-2056,NO,1637,679,958,1.411,0.5,8.3e-01,1.0e+00,0.9955,3877,6,2019,12,0,2467,407
GENE-14381,NO,489.7,247.7,242,0.977,0,8.3e-01,1.0e+00,0.9955,3878,216,267,260,234,249,243
GENE-11562,NO,291.7,144,147.7,1.025,0,8.3e-01,1.0e+00,0.9955,3879,143,148,141,159,161,123
GENE-15104,NO,102,51.7,50.3,0.969,0,8.3e-01,1.0e+00,0.9955,3880,51,49,55,61,49,41
GENE-19048,NO,20.7,10,10.7,1.061,0.1,8.3e-01,1.0e+00,0.9955,3881,11,7,12,6,13,13
GENE-9997,NO,273,133.7,139.3,1.041,0.1,8.3e-01,1.0e+00,0.9955,3882,168,119,114,162,95,161
GENE-18154,NO,595.3,301.7,293.7,0.973,0,8.3e-01,1.0e+00,0.9955,3883,296,257,352,267,332,282
GENE-8399,NO,4243,2156.7,2086.3,0.967,0,8.3e-01,1.0e+00,0.9955,3884,2646,1717,2107,1704,2568,1987
GENE-4759,NO,38.3,18,20.3,1.121,0.2,8.3e-01,1.0e+00,0.9955,3885,9,28,17,44,12,5
GENE-15275,NO,33,16,17,1.058,0.1,8.3e-01,1.0e+00,0.9955,3885,16,13,19,11,14,26
GENE-19690,NO,181.3,92,89.3,0.969,0,8.3e-01,1.0e+00,0.9955,3886,71,108,97,93,78,97
GENE-19566,NO,21.7,10.3,11.3,1.092,0.1,8.4e-01,1.0e+00,0.9955,3887,16,3,12,12,6,16
GENE-14012,NO,2688.3,1417,1271.3,0.897,-0.2,8.4e-01,1.0e+00,0.9955,3888,929,2132,1190,230,2286,1298
GENE-6861,NO,126,62,64,1.028,0,8.4e-01,1.0e+00,0.9955,3889,59,57,70,59,60,73
GENE-4702,NO,4630,2336,2294,0.982,0,8.4e-01,1.0e+00,0.9955,3890,2379,2273,2356,2133,2292,2457
GENE-8586,NO,272.7,138,134.7,0.973,0,8.4e-01,1.0e+00,0.9955,3891,121,159,134,116,135,153
GENE-2167,NO,28.3,13.7,14.7,1.066,0.1,8.4e-01,1.0e+00,0.9955,3892,8,17,16,13,22,9
GENE-7241,NO,198.3,97.3,101,1.036,0.1,8.4e-01,1.0e+00,0.9955,3893,116,98,78,89,130,84
GENE-6626,NO,276.7,141.7,135,0.954,-0.1,8.4e-01,1.0e+00,0.9955,3894,79,165,181,118,131,156
GENE-3252,NO,520.7,257,263.7,1.026,0,8.4e-01,1.0e+00,0.9955,3895,224,290,257,276,286,229
GENE-18603,NO,68.7,35.7,33,0.923,-0.1,8.4e-01,1.0e+00,0.9955,3896,56,16,35,16,52,31
GENE-17912,NO,267.3,132.3,135,1.021,0,8.4e-01,1.0e+00,0.9955,3897,136,125,136,128,137,140
GENE-12731,NO,49.7,24.3,25.3,1.036,0.1,8.4e-01,1.0e+00,0.9955,3898,22,23,28,20,26,30
GENE-11454,NO,137.3,69.7,67.7,0.971,0,8.4e-01,1.0e+00,0.9955,3899,63,80,66,62,82,59
GENE-4564,NO,125.3,61.7,63.7,1.034,0,8.4e-01,1.0e+00,0.9955,3900,75,62,48,57,75,59
GENE-16036,NO,1190,604.7,585.3,0.968,0,8.4e-01,1.0e+00,0.9955,3901,665,556,593,598,731,427
GENE-8892,NO,5038.7,2447,2591.7,1.059,0.1,8.4e-01,1.0e+00,0.9955,3902,2153,1824,3364,1822,4156,1797
GENE-1147,NO,2183,1081.7,1101.3,1.019,0,8.4e-01,1.0e+00,0.9955,3903,1102,1116,1027,1113,1147,1044
GENE-8649,NO,680.3,346,334.3,0.966,0,8.4e-01,1.0e+00,0.9955,3904,343,334,361,225,368,410
GENE-15682,NO,711.3,359.3,352,0.979,0,8.4e-01,1.0e+00,0.9955,3905,348,383,347,361,374,321
GENE-15916,NO,27,14,13,0.924,-0.1,8.4e-01,1.0e+00,0.9955,3906,7,22,13,11,7,21
GENE-1869,NO,107.3,54.3,53,0.971,0,8.4e-01,1.0e+00,0.9955,3907,57,56,50,54,43,62
GENE-9640,NO,40,20.3,19.7,0.963,-0.1,8.4e-01,1.0e+00,0.9955,3908,18,19,24,17,25,17
GENE-13162,NO,1074.7,548,526.7,0.962,-0.1,8.4e-01,1.0e+00,0.9955,3909,479,443,722,377,572,631
GENE-18562,NO,1235,611,624,1.021,0,8.4e-01,1.0e+00,0.9955,3910,579,610,644,560,639,673
GENE-5131,NO,7231.7,3577.3,3654.3,1.021,0,8.4e-01,1.0e+00,0.9955,3911,3827,3798,3107,3441,3448,4074
GENE-1266,NO,134.3,66,68.3,1.037,0.1,8.4e-01,1.0e+00,0.9955,3912,81,69,48,60,62,83
GENE-14377,NO,46,22.3,23.7,1.055,0.1,8.4e-01,1.0e+00,0.9955,3913,29,23,15,33,23,15
GENE-4542,NO,744.7,377.7,367,0.973,0,8.4e-01,1.0e+00,0.9955,3914,406,322,405,413,395,293
GENE-4017,NO,2153.3,1064,1089.3,1.024,0,8.4e-01,1.0e+00,0.9955,3915,880,1149,1163,972,1123,1173
GENE-13929,NO,21.3,11,10.3,0.936,-0.1,8.4e-01,1.0e+00,0.9955,3916,12,12,9,15,4,12
GENE-1328,NO,6377.7,3142.3,3235.3,1.03,0,8.4e-01,1.0e+00,0.9955,3917,3182,3634,2611,3340,2524,3842
GENE-1933,NO,1042.3,526.3,516,0.98,0,8.4e-01,1.0e+00,0.9955,3918,534,544,501,559,519,470
GENE-11287,NO,39,20.7,18.3,0.883,-0.2,8.4e-01,1.0e+00,0.9955,3919,3,32,27,20,3,32
GENE-9963,NO,53.7,26,27.7,1.059,0.1,8.4e-01,1.0e+00,0.9955,3920,31,34,13,21,37,25
GENE-16186,NO,116.3,57.3,59,1.024,0,8.4e-01,1.0e+00,0.9955,3921,58,56,58,60,52,65
GENE-15393,NO,284,140,144,1.032,0,8.4e-01,1.0e+00,0.9955,3922,102,154,164,157,152,123
GENE-15607,NO,132.3,67,65.3,0.976,0,8.4e-01,1.0e+00,0.9955,3923,74,60,67,68,70,58
GENE-15978,NO,439.7,217.7,222,1.022,0,8.4e-01,1.0e+00,0.9955,3924,236,188,229,219,223,224
GENE-13785,NO,27.3,14,13.3,0.949,-0.1,8.4e-01,1.0e+00,0.9955,3925,18,14,10,15,8,17
GENE-7887,NO,37.3,19,18.3,0.961,-0.1,8.4e-01,1.0e+00,0.9955,3926,22,18,17,13,19,23
GENE-7996,NO,45,22,23,1.041,0.1,8.4e-01,1.0e+00,0.9955,3927,27,24,15,20,27,22
GENE-12944,NO,19.3,9.3,10,1.066,0.1,8.4e-01,1.0e+00,0.9955,3928,15,9,4,10,9,11
GENE-174,NO,82.3,42,40.3,0.957,-0.1,8.5e-01,1.0e+00,0.9955,3929,60,36,30,50,39,32
GENE-19535,NO,35.3,18,17.3,0.959,-0.1,8.5e-01,1.0e+00,0.9955,3930,16,15,23,13,22,17
GENE-11056,NO,876.7,443,433.7,0.979,0,8.5e-01,1.0e+00,0.9955,3931,475,440,414,447,385,469
GENE-6322,NO,71,36,35,0.968,0,8.5e-01,1.0e+00,0.9955,3932,44,33,31,30,41,34
GENE-3958,NO,1398.7,692,706.7,1.021,0,8.5e-01,1.0e+00,0.9955,3933,747,710,619,772,656,692
GENE-7561,NO,148.3,75,73.3,0.977,0,8.5e-01,1.0e+00,0.9955,3934,68,78,79,66,80,74
GENE-11808,NO,552,282.7,269.3,0.954,-0.1,8.5e-01,1.0e+00,0.9955,3935,269,346,233,154,274,380
GENE-4876,NO,1354.7,658.3,696.3,1.058,0.1,8.5e-01,1.0e+00,0.9955,3936,686,345,944,805,441,843
GENE-15285,NO,773.7,382.7,391,1.022,0,8.5e-01,1.0e+00,0.9955,3937,401,378,369,421,420,332
GENE-13241,NO,570,278.3,291.7,1.049,0.1,8.5e-01,1.0e+00,0.9955,3938,239,336,260,239,452,184
GENE-18252,NO,378.7,187.3,191.3,1.024,0,8.5e-01,1.0e+00,0.9955,3939,200,189,173,161,221,192
GENE-8073,NO,98,49.7,48.3,0.968,0,8.5e-01,1.0e+00,0.9955,3940,44,48,57,60,38,47
GENE-6665,NO,543.7,268.3,275.3,1.026,0,8.5e-01,1.0e+00,0.9955,3941,322,260,223,298,274,254
GENE-793,NO,131.7,65,66.7,1.026,0,8.5e-01,1.0e+00,0.9955,3942,68,74,53,69,61,70
GENE-3587,NO,475.3,240,235.3,0.982,0,8.5e-01,1.0e+00,0.9955,3943,235,235,250,229,229,248
GENE-12336,NO,688.3,357,331.3,0.928,-0.1,8.5e-01,1.0e+00,0.9955,3944,425,378,268,140,214,640
GENE-13834,NO,483,244.3,238.7,0.978,0,8.5e-01,1.0e+00,0.9955,3945,247,261,225,206,239,271
GENE-17655,NO,1363,689,674,0.978,0,8.5e-01,1.0e+00,0.9955,3946,750,586,731,732,606,684
GENE-10735,NO,41.3,21,20.3,0.963,-0.1,8.5e-01,1.0e+00,0.9955,3947,19,26,18,20,25,16
GENE-7748,NO,148.7,75.3,73.3,0.973,0,8.5e-01,1.0e+00,0.9955,3948,69,74,83,89,60,71
GENE-9630,NO,191.3,93.3,98,1.047,0.1,8.5e-01,1.0e+00,0.9955,3949,82,141,57,100,114,80
GENE-2389,NO,279.3,141.3,138,0.975,0,8.5e-01,1.0e+00,0.9955,3950,162,129,133,159,114,141
GENE-5956,NO,49.3,25,24.3,0.968,0,8.5e-01,1.0e+00,0.9955,3951,20,29,26,27,25,21
GENE-10586,NO,458.3,225,233.3,1.037,0.1,8.5e-01,1.0e+00,0.9955,3952,141,279,255,251,230,219
GENE-3933,NO,24.7,12,12.7,1.05,0.1,8.5e-01,1.0e+00,0.9955,3953,16,12,8,17,10,11
GENE-11669,NO,2925,1446,1479,1.023,0,8.5e-01,1.0e+00,0.9955,3954,1585,1494,1259,1281,1696,1460
GENE-18682,NO,710,349,361,1.035,0,8.5e-01,1.0e+00,0.9955,3955,280,393,374,401,433,249
GENE-1658,NO,120.7,59.7,61,1.023,0,8.5e-01,1.0e+00,0.9955,3956,65,60,54,67,59,57
GENE-7816,NO,1888,953,935,0.982,0,8.5e-01,1.0e+00,0.9955,3957,886,925,1048,904,997,904
GENE-5283,NO,519.3,254.7,264.7,1.041,0.1,8.5e-01,1.0e+00,0.9955,3958,234,247,283,173,384,237
GENE-11701,NO,2066,1009.3,1056.7,1.047,0.1,8.5e-01,1.0e+00,0.9955,3959,1232,913,883,660,1620,890
GENE-2314,NO,1944,989.7,954.3,0.964,-0.1,8.5e-01,1.0e+00,0.9955,3960,920,1074,975,666,825,1372
GENE-19560,NO,232.7,118.3,114.3,0.967,0,8.5e-01,1.0e+00,0.9955,3961,93,102,160,106,104,133
GENE-9512,NO,41.3,19.7,21.7,1.095,0.1,8.5e-01,1.0e+00,0.9955,3962,26,23,10,36,25,4
GENE-19807,NO,597,303.7,293.3,0.967,0,8.5e-01,1.0e+00,0.9955,3963,265,332,314,296,382,202
GENE-6070,NO,331.3,168,163.3,0.975,0,8.5e-01,1.0e+00,0.9955,3964,142,202,160,159,186,145
GENE-9682,NO,220.3,111,109.3,0.98,0,8.5e-01,1.0e+00,0.9955,3965,112,109,112,111,119,98
GENE-18981,NO,66.3,31.7,34.7,1.088,0.1,8.5e-01,1.0e+00,0.9955,3966,22,28,45,71,14,19
GENE-13072,NO,2140.3,1080.7,1059.7,0.981,0,8.5e-01,1.0e+00,0.9955,3967,1174,991,1077,1193,1003,983
GENE-1398,NO,62,31.7,30.3,0.952,-0.1,8.5e-01,1.0e+00,0.9955,3968,21,50,24,33,26,32
GENE-19612,NO,355,174.7,180.3,1.034,0,8.5e-01,1.0e+00,0.9955,3969,221,184,119,204,154,183
GENE-1736,NO,141,69.3,71.7,1.03,0,8.5e-01,1.0e+00,0.9955,3970,88,58,62,69,63,83
GENE-18477,NO,626.3,316.3,310,0.98,0,8.5e-01,1.0e+00,0.9955,3971,299,319,331,278,339,313
GENE-5357,NO,894.7,452.7,442,0.977,0,8.5e-01,1.0e+00,0.9955,3972,485,426,447,495,354,477
GENE-8988,NO,55.7,28.3,27.3,0.96,-0.1,8.5e-01,1.0e+00,0.9955,3973,27,27,31,39,25,18
GENE-10779,NO,5162.7,2551.3,2611.3,1.024,0,8.5e-01,1.0e+00,0.9955,3974,2285,2781,2588,3114,2575,2145
GENE-10508,NO,6726,3320.3,3405.7,1.026,0,8.5e-01,1.0e+00,0.9955,3975,3241,3983,2737,2985,4022,3210
GENE-10231,NO,173,89,84,0.942,-0.1,8.5e-01,1.0e+00,0.9955,3976,142,72,53,93,46,113
GENE-11066,NO,469.7,238,231.7,0.974,0,8.5e-01,1.0e+00,0.9955,3977,233,245,236,242,279,174
GENE-13794,NO,490.7,242.3,248.3,1.026,0,8.5e-01,1.0e+00,0.9955,3978,285,183,259,252,255,238
GENE-15788,NO,146,71.7,74.3,1.033,0,8.5e-01,1.0e+00,0.9955,3979,66,54,95,77,65,81
GENE-2013,NO,3219,1587,1632,1.029,0,8.5e-01,1.0e+00,0.9955,3980,1694,1416,1651,1935,1796,1165
GENE-4571,NO,403.3,204.3,199,0.976,0,8.5e-01,1.0e+00,0.9955,3981,212,228,173,188,176,233
GENE-9204,NO,294.3,153,141.3,0.922,-0.1,8.5e-01,1.0e+00,0.9955,3982,215,105,139,89,52,283
GENE-14810,NO,136.3,67,69.3,1.034,0,8.5e-01,1.0e+00,0.9955,3983,67,78,56,89,70,49
GENE-7969,NO,1946.7,960.7,986,1.026,0,8.5e-01,1.0e+00,0.9955,3984,807,973,1102,1186,807,965
GENE-1464,NO,709.7,358.3,351.3,0.981,0,8.5e-01,1.0e+00,0.9955,3985,398,342,335,348,374,332
GENE-18035,NO,257.3,130,127.3,0.977,0,8.6e-01,1.0e+00,0.9955,3986,121,141,128,114,153,115
GENE-2449,NO,488.7,240.7,248,1.031,0,8.6e-01,1.0e+00,0.9955,3987,235,255,232,167,303,274
GENE-4080,NO,321.3,163,158.3,0.974,0,8.6e-01,1.0e+00,0.9955,3988,172,131,186,160,130,185
GENE-10043,NO,743,365.7,377.3,1.032,0,8.6e-01,1.0e+00,0.9955,3989,333,322,442,273,386,473
GENE-3321,NO,63.3,32.7,30.7,0.933,-0.1,8.6e-01,1.0e+00,0.9955,3990,19,49,30,12,47,33
GENE-1275,NO,22.7,11,11.7,1.055,0.1,8.6e-01,1.0e+00,0.9955,3991,10,8,15,17,7,11
GENE-17631,NO,84.3,42.7,41.7,0.973,0,8.6e-01,1.0e+00,0.9955,3992,50,34,44,46,42,37
GENE-14582,NO,1545,762.7,782.3,1.026,0,8.6e-01,1.0e+00,0.9955,3993,835,705,748,973,756,618
GENE-7132,NO,393.7,200.3,193.3,0.966,0,8.6e-01,1.0e+00,0.9955,3994,192,240,169,176,263,141
GENE-1123,NO,2134.3,1057.7,1076.7,1.018,0,8.6e-01,1.0e+00,0.9955,3995,969,1184,1020,1117,1090,1023
GENE-10166,NO,733,374.3,358.7,0.959,-0.1,8.6e-01,1.0e+00,0.9955,3996,559,334,230,298,380,398
GENE-12238,YES,120,60.7,59.3,0.979,0,8.6e-01,1.0e+00,0.9955,3997,65,62,55,61,55,62
GENE-19147,NO,302.3,154,148.3,0.963,-0.1,8.6e-01,1.0e+00,0.9955,3998,154,120,188,103,205,137
GENE-14598,NO,374.3,185,189.3,1.026,0,8.6e-01,1.0e+00,0.9955,3999,179,216,160,152,199,217
GENE-9776,NO,277.7,136,141.7,1.039,0.1,8.6e-01,1.0e+00,0.9955,4000,143,168,97,149,94,182
GENE-9357,NO,207.7,101.7,106,1.039,0.1,8.6e-01,1.0e+00,0.9955,4001,115,71,119,118,71,129
GENE-16878,NO,67.7,33.3,34.3,1.026,0,8.6e-01,1.0e+00,0.9955,4002,37,32,31,32,32,39
GENE-7970,NO,434,219.3,214.7,0.98,0,8.6e-01,1.0e+00,0.9955,4003,219,197,242,237,200,207
GENE-15689,NO,173.7,85.7,88,1.026,0,8.6e-01,1.0e+00,0.9955,4004,73,79,105,99,77,88
GENE-778,NO,27.7,13.3,14.3,1.069,0.1,8.6e-01,1.0e+00,0.9955,4005,16,20,4,10,17,16
GENE-16286,NO,6086.7,3006.3,3080.3,1.025,0,8.6e-01,1.0e+00,0.9955,4006,3625,3049,2345,2758,3451,3032
GENE-6819,NO,198.3,98,100.3,1.022,0,8.6e-01,1.0e+00,0.9955,4007,88,115,91,103,92,106
GENE-10849,NO,106.3,52.3,54,1.026,0,8.6e-01,1.0e+00,0.9955,4008,47,57,53,48,66,48
GENE-13242,NO,4518.3,2233,2285.3,1.023,0,8.6e-01,1.0e+00,0.9955,4009,1841,2709,2149,2520,2005,2331
GENE-2617,NO,1585.3,800,785.3,0.981,0,8.6e-01,1.0e+00,0.9955,4010,738,910,752,807,815,734
GENE-3492,NO,1619,800,819,1.024,0,8.6e-01,1.0e+00,0.9955,4011,783,841,776,754,677,1026
GENE-13057,NO,401.3,202.7,198.7,0.981,0,8.6e-01,1.0e+00,0.9955,4012,223,177,208,201,191,204
GENE-3505,NO,135.7,68.7,67,0.976,0,8.6e-01,1.0e+00,0.9955,4013,55,72,79,66,62,73
GENE-19806,NO,146.3,74,72.3,0.978,0,8.6e-01,1.0e+00,0.9955,4014,72,70,80,62,71,84
GENE-17071,NO,4653.7,2349.3,2304.3,0.981,0,8.6e-01,1.0e+00,0.9955,4015,2111,2585,2352,2100,2649,2164
GENE-2010,NO,4215,2148,2067,0.962,-0.1,8.6e-01,1.0e+00,0.9955,4016,1677,3297,1470,2033,2154,2014
GENE-16159,NO,151.7,74.7,77,1.031,0,8.6e-01,1.0e+00,0.9955,4017,77,94,53,72,88,71
GENE-16820,NO,890,458,432,0.943,-0.1,8.6e-01,1.0e+00,0.9955,4018,630,574,170,344,415,537
GENE-5959,NO,605.7,305.3,300.3,0.982,0,8.6e-01,1.0e+00,0.9955,4019,312,283,321,319,284,298
GENE-16548,NO,430.3,213.3,217,1.019,0,8.6e-01,1.0e+00,0.9955,4020,196,212,232,201,227,223
GENE-10859,NO,625.3,308.7,316.7,1.025,0,8.6e-01,1.0e+00,0.9955,4021,247,295,384,342,303,305
GENE-3342,NO,106,52,54,1.034,0,8.6e-01,1.0e+00,0.9955,4022,55,42,59,41,48,73
GENE-8425,NO,338,170.7,167.3,0.982,0,8.6e-01,1.0e+00,0.9955,4023,176,176,160,166,153,183
GENE-19381,NO,1572.7,800.3,772.3,0.965,-0.1,8.6e-01,1.0e+00,0.9955,4024,871,716,814,457,919,941
GENE-6242,NO,40.7,20.7,20,0.963,-0.1,8.6e-01,1.0e+00,0.9955,4025,16,18,28,16,24,20
GENE-12272,NO,372.3,188,184.3,0.981,0,8.6e-01,1.0e+00,0.9955,4026,192,175,197,195,197,161
GENE-10704,NO,2599,1280,1319,1.031,0,8.6e-01,1.0e+00,0.9955,4027,1258,1136,1446,1748,922,1287
GENE-2726,NO,282.7,139,143.7,1.034,0,8.6e-01,1.0e+00,0.9955,4028,116,129,172,97,171,163
GENE-13545,NO,92.7,45.7,47,1.024,0,8.6e-01,1.0e+00,0.9955,4029,42,48,47,42,44,55
GENE-3034,NO,235,119.3,115.7,0.967,0,8.6e-01,1.0e+00,0.9955,4030,103,166,89,93,128,126
GENE-13995,NO,497,245.3,251.7,1.026,0,8.6e-01,1.0e+00,0.9955,4031,209,279,248,234,311,210
GENE-12370,NO,65.3,32,33.3,1.036,0.1,8.6e-01,1.0e+00,0.9955,4032,27,36,33,22,43,35
GENE-5958,NO,1466,723.3,742.7,1.027,0,8.6e-01,1.0e+00,0.9955,4033,838,696,636,553,879,796
GENE-8923,NO,4915.3,2531,2384.3,0.942,-0.1,8.6e-01,1.0e+00,0.9955,4034,4292,1123,2178,3389,1753,2011
GENE-9634,NO,35.3,17.3,18,1.034,0,8.6e-01,1.0e+00,0.9955,4035,21,15,16,20,17,17
GENE-6291,NO,1363,696.7,666.3,0.957,-0.1,8.7e-01,1.0e+00,0.9955,4036,449,764,877,381,749,869
GENE-15974,NO,680.7,345.3,335.3,0.971,0,8.7e-01,1.0e+00,0.9955,4037,354,324,358,447,324,235
GENE-11048,NO,481,243.3,237.7,0.977,0,8.7e-01,1.0e+00,0.9955,4038,240,290,200,270,219,224
GENE-5477,NO,154.3,76.3,78,1.021,0,8.7e-01,1.0e+00,0.9955,4039,78,85,66,81,84,69
GENE-2485,NO,771,381,390,1.023,0,8.7e-01,1.0e+00,0.9955,4040,382,367,394,365,322,483
GENE-19695,NO,36,17.7,18.3,1.033,0,8.7e-01,1.0e+00,0.9955,4041,20,18,15,21,20,14
GENE-17389,NO,975,479.3,495.7,1.033,0,8.7e-01,1.0e+00,0.9955,4042,461,602,375,557,340,590
GENE-166,YES,13213.7,6527.7,6686,1.024,0,8.7e-01,1.0e+00,0.9955,4043,6678,5775,7130,6886,5037,8135
GENE-18097,NO,1448,712,736,1.033,0,8.7e-01,1.0e+00,0.9955,4044,698,740,698,1072,551,585
GENE-9873,NO,50.7,25.7,25,0.969,0,8.7e-01,1.0e+00,0.9955,4045,23,30,24,30,27,18
GENE-5194,NO,747,370,377,1.018,0,8.7e-01,1.0e+00,0.9955,4046,326,380,404,385,351,395
GENE-18251,NO,307,156.3,150.7,0.964,-0.1,8.7e-01,1.0e+00,0.9955,4047,184,185,100,190,107,155
GENE-3909,NO,810,409,401,0.98,0,8.7e-01,1.0e+00,0.9955,4048,466,390,371,448,358,397
GENE-19777,NO,479.7,244.7,235,0.96,-0.1,8.7e-01,1.0e+00,0.9955,4049,171,233,330,341,182,182
GENE-16719,NO,3314,1631.7,1682.3,1.031,0,8.7e-01,1.0e+00,0.9955,4050,1842,1949,1104,2018,1371,1658
GENE-680,NO,1098.7,553.7,545,0.983,0,8.7e-01,1.0e+00,0.9955,4051,561,515,585,514,590,531
GENE-14933,NO,653,332.7,320.3,0.963,-0.1,8.7e-01,1.0e+00,0.9955,4052,301,263,434,269,230,462
GENE-1028,NO,1334.3,685.3,649,0.947,-0.1,8.7e-01,1.0e+00,0.9955,4053,821,762,473,1104,308,535
GENE-12087,NO,49.3,25,24.3,0.97,0,8.7e-01,1.0e+00,0.9955,4054,33,23,19,23,27,23
GENE-19361,NO,1189.7,588.7,601,1.021,0,8.7e-01,1.0e+00,0.9955,4055,515,665,586,556,698,549
GENE-4007,NO,164.7,81.3,83.3,1.023,0,8.7e-01,1.0e+00,0.9955,4056,64,93,87,77,91,82
GENE-18500,NO,25.3,12.3,13,1.049,0.1,8.7e-01,1.0e+00,0.9955,4057,8,13,16,9,11,19
GENE-17015,NO,211.3,104,107.3,1.033,0,8.7e-01,1.0e+00,0.9955,4058,95,86,131,129,121,72
GENE-3226,NO,1019,504.7,514.3,1.019,0,8.7e-01,1.0e+00,0.9955,4059,470,460,584,496,557,490
GENE-15823,NO,32.7,16.7,16,0.955,-0.1,8.7e-01,1.0e+00,0.9955,4060,16,25,9,19,14,15
GENE-11276,NO,713,361.3,351.7,0.974,0,8.7e-01,1.0e+00,0.9955,4061,420,312,352,316,457,282
GENE-6708,NO,1223.3,616.7,606.7,0.984,0,8.7e-01,1.0e+00,0.9955,4062,630,622,598,607,548,665
GENE-7243,NO,58.3,30,28.3,0.938,-0.1,8.7e-01,1.0e+00,0.9955,4063,22,50,18,42,31,12
GENE-19562,NO,95,48,47,0.975,0,8.7e-01,1.0e+00,0.9955,4064,51,56,37,43,53,45
GENE-88,NO,337.3,170.3,167,0.982,0,8.7e-01,1.0e+00,0.9955,4065,187,159,165,173,148,180
GENE-4223,NO,58.3,28.7,29.7,1.029,0,8.7e-01,1.0e+00,0.9955,4066,26,34,26,36,30,23
GENE-14885,NO,30,14.7,15.3,1.041,0.1,8.7e-01,1.0e+00,0.9955,4067,20,8,16,16,14,16
GENE-3448,NO,2536,1215,1321,1.088,0.1,8.7e-01,1.0e+00,0.9955,4068,2478,437,730,470,1735,1758
GENE-12694,NO,577,285.3,291.7,1.022,0,8.7e-01,1.0e+00,0.9955,4069,239,274,343,323,288,264
GENE-7788,NO,1227.3,620.3,607,0.978,0,8.7e-01,1.0e+00,0.9955,4070,678,483,700,629,538,654
